seed,num_trees,tree_id,x,y,steps,height,crown_volume,crown_radius,asymmetry_radius,consumed_AP,AP_in_growth_radius,neighboring_trees
3011,9,1,-1.5,0.0,528,7.144765185863612,17.805934898355616,2.239907133121735,7.241274698467244,14,52,8
3011,9,2,-1.5,1.5,528,7.7115730895788825,20.26967819889226,2.3477180585996904,14.073359915702092,29,50,8
3011,9,3,0.0,-1.5,528,7.813019035545757,5.628367350705876,1.8772272748857113,14.088487876411365,6,31,8
3011,9,4,0.0,0.0,528,7.651190021052753,1.055283137364444,0.892276843395896,14.098345620877135,3,28,8
3011,9,5,0.0,1.5,528,7.686555886505379,7.0683414768561095,1.705054783828146,9.116909617782298,4,35,8
3011,9,6,1.5,-1.5,528,8.335511053704957,8.560956841044845,1.4112631371920978,24.416435879385666,9,27,8
3011,9,7,1.5,0.0,528,8.222977315743616,10.241402695765546,2.0050296213871666,6.7569640599902465,7,32,8
3011,9,8,1.5,1.5,528,8.905949579954623,7.507920115776981,1.7593580105279902,64.62000774634,12,30,8
3012,9,0,-1.5,-1.5,528,7.461384945933701,25.343114272796328,2.5953144249561833,5.749772760334139,28,50,8
3012,9,1,-1.5,0.0,528,8.294284086308496,7.266306115074134,1.4320252459440348,13.35477668250647,7,44,8
3012,9,2,-1.5,1.5,528,7.413541381719699,20.57431579161946,2.3387838591527688,8.210504098758573,14,45,8
3012,9,3,0.0,-1.5,528,7.207229581798856,5.588090583469259,1.6552316990357354,10.292750648166994,9,38,8
3012,9,4,0.0,0.0,528,7.97778955000281,0.8775485312947198,1.185447127397238,23.159442703851404,4,35,8
3012,9,5,0.0,1.5,528,7.805994973583263,3.479994874621177,1.8934459298081312,17.940531912268852,7,33,8
3012,9,6,1.5,-1.5,528,7.395221930285443,12.521562655813332,2.0319567251493966,2.963905737504739,10,31,8
3012,9,7,1.5,0.0,528,7.78011156876744,2.868514589016235,1.3948170035388021,5.239952831382773,2,27,8
3012,9,8,1.5,1.5,528,8.082498199239332,16.883949388145485,2.0854086343658804,9.708056055747987,14,29,8
3013,9,0,-1.5,-1.5,527,7.497791653450338,13.585843110945767,1.933991314319287,17.29275274265282,16,38,8
3013,9,1,-1.5,0.0,527,7.68864580446194,15.497207680104465,2.008827971454521,2.4295184831929477,9,38,8
3013,9,2,-1.5,1.5,527,7.603468170779909,16.227318472523727,1.8822100194735014,14.021053790609939,14,41,8
3013,9,3,0.0,-1.5,527,7.492273920916929,10.933071561733176,1.9897406343188397,2.9584166529709433,9,29,8
3013,9,4,0.0,0.0,527,7.378357326847159,0.17273819217716607,0.6908918721184479,5.590552803804686,3,28,8
3013,9,5,0.0,1.5,527,8.35412770063533,3.0117296730782983,1.2786265548388323,8.512858230504834,11,36,8
3013,9,6,1.5,-1.5,527,7.992977080936014,6.791888107906083,1.85869838191957,21.03883774638544,15,23,8
3013,9,7,1.5,0.0,527,8.843781583735844,5.140265111574467,1.4830900252583827,9.92581349255263,8,23,8
3013,9,8,1.5,1.5,527,8.552121701275501,6.683619839867125,1.707611467337157,30.33751337394061,5,25,8
3014,9,0,-1.5,-1.5,535,7.195142338024445,17.483186306861736,2.244508150771206,7.370972000908046,20,54,8
3014,9,1,-1.5,0.0,535,6.496539746494627,22.242660848847724,2.4760510609029036,17.082786748025185,9,47,8
3014,9,2,-1.5,1.5,535,7.7598295405135405,22.63716748362402,2.516136687006413,14.95301321592914,21,50,8
3014,9,3,0.0,-1.5,535,7.817399576504563,16.041276309796828,2.638305368342476,5.5173725897917905,13,35,8
3014,9,4,0.0,0.0,535,7.82209176551962,6.084954335468495,1.8912383159357071,4.893697365292761,2,33,8
3014,9,5,0.0,1.5,535,6.525319749383624,6.733370870641724,1.6153186735293656,4.824638827463331,6,38,8
3014,9,6,1.5,-1.5,535,8.370886643286847,5.731113282468702,1.617108914870492,7.392038740791636,8,30,8
3014,9,7,1.5,0.0,535,7.063571218968033,7.2580014460908275,1.791447137809816,6.3895717922750075,10,28,8
3014,9,8,1.5,1.5,535,8.249241585111164,11.648067264970758,1.9630770897211771,21.015749433222723,13,34,8
3015,9,0,-1.5,-1.5,526,7.283399883482218,35.464533580788014,2.656682309146599,5.8685895570052615,32,58,8
3015,9,1,-1.5,0.0,526,5.209274851191516,8.476457051299715,1.9275064354101599,30.062327958016184,10,59,8
3015,9,2,-1.5,1.5,526,7.240003331039049,17.624042162087672,2.1530432632223206,47.45636977813576,20,60,8
3015,9,3,0.0,-1.5,526,7.8480773619981345,6.28565856242567,1.6920630705526691,7.09189231689572,6,34,8
3015,9,4,0.0,0.0,526,8.215457821330471,0.3694706832565259,0.508659959325887,6.248824544657438,1,35,8
3015,9,5,0.0,1.5,526,8.254088039921823,11.291116167945011,1.8007167172200647,10.093641246942973,10,37,8
3015,9,6,1.5,-1.5,526,8.502619844944391,15.968376406027119,2.4368025965850193,17.352251498358367,13,25,8
3015,9,7,1.5,0.0,526,8.466097707049004,0.9831864938817864,0.9244539781775697,31.31225587419426,1,23,8
3015,9,8,1.5,1.5,526,8.681572377281357,10.143357841709461,1.7316672310565675,19.994682322040312,9,21,8
3016,16,0,-2.25,-2.25,528,7.7058728892573205,12.975480371720778,2.0989209169445764,8.51967811367627,27,56,15
3016,16,1,-2.25,-0.75,528,7.76990497193036,4.18389946248574,1.86833153267278,11.352170296887474,10,49,15
3016,16,2,-2.25,0.75,528,4.924780075143941,4.818473916999566,1.8698187997786397,10.25945290292349,7,54,15
3016,16,3,-2.25,2.25,528,8.295185397548314,16.890772775005697,2.0651633852478817,15.033094017264398,22,52,15
3016,16,4,-0.75,-2.25,528,7.023241560929771,10.419992477340905,1.8802357042366682,27.8206077525281,12,32,15
3016,16,5,-0.75,-0.75,528,7.84655388297581,0.837413931838143,0.6667775109997909,5.699191249913842,3,33,15
3016,16,6,-0.75,0.75,528,7.21319365640654,0.51252036319008,0.5360348324919255,4.850613119321413,3,28,15
3016,16,7,-0.75,2.25,528,7.651095354324518,9.445858584624377,1.6877773810032661,7.789213265082783,9,37,15
3016,16,8,0.75,-2.25,528,7.541250722729542,6.074107669707583,1.8645976924347927,7.983008704968499,5,22,15
3016,16,9,0.75,-0.75,528,8.739601900736446,0.48922884971344865,0.677569000443802,4.17915935501069,2,20,15
3016,16,10,0.75,0.75,528,7.579097192553349,0.09494701976379528,0.37111279905491046,4.460349764162708,1,24,15
3016,16,11,0.75,2.25,528,6.8838971130169515,2.639998578464808,1.2708822148126062,3.6814884885481947,3,31,15
3016,16,12,2.25,-2.25,528,8.929922372153154,10.293064471209698,1.9709925392600178,12.558560447460472,10,20,15
3016,16,13,2.25,-0.75,528,8.59588246683428,2.4110443798313552,1.4714310831504134,7.395001373010601,2,15,15
3016,16,14,2.25,0.75,528,8.584968236385752,3.4102017170838486,1.2860450066164761,4.314690509461549,4,14,15
3016,16,15,2.25,2.25,528,8.570883327749842,8.663031262442882,1.8537693846940222,17.738371155201328,8,22,15
3017,16,0,-2.25,-2.25,531,7.21550065975673,24.798681707637392,3.0004749880687975,18.315128836427107,27,53,15
3017,16,1,-2.25,-0.75,531,7.063466195104656,10.686726073799777,1.793255494237406,12.111769073006764,15,58,15
3017,16,2,-2.25,0.75,531,7.53149423170626,13.36908913631934,2.0251020213046873,19.878531239830096,13,55,15
3017,16,3,-2.25,2.25,531,7.200029405993517,14.652048393915894,1.8362810867954715,10.639858323858162,21,58,15
3017,16,4,-0.75,-2.25,531,8.596582831088389,0.8996134601116229,0.9036488411321569,116.92278055193763,7,34,15
3017,16,5,-0.75,-0.75,531,7.085931479316227,0.26492819512358085,0.7557304636112328,4.509530551909284,2,35,15
3017,16,6,-0.75,0.75,531,7.040014065816869,1.4025565444179584,0.8895414915475127,12.338175374485337,3,39,15
3017,16,7,-0.75,2.25,531,8.424968565560805,3.8770809351459192,1.6070871637194568,6.3039515390562455,7,43,15
3017,16,8,0.75,-2.25,531,7.664058488956702,3.0841723128873553,1.633647900125526,148.5955165610616,4,25,15
3017,16,9,0.75,-0.75,531,8.15466799261073,0.09881672732848754,0.44535610844755863,2.776858260775255,2,29,15
3017,16,10,0.75,0.75,531,7.990282240108154,0.03327260944404554,0.2708489540535213,2.960278052875381,2,28,15
3017,16,11,0.75,2.25,531,8.166262735521798,6.821068160130898,1.6242524279327342,11.846298745366035,6,31,15
3017,16,12,2.25,-2.25,531,8.753101157099115,7.834677135466151,1.6183476548746445,16.275866512908067,11,20,15
3017,16,13,2.25,-0.75,531,8.863113048303557,1.6214148124779941,0.860918260428966,13.652641133228936,6,28,15
3017,16,14,2.25,0.75,531,9.065302528328157,2.8732975678552246,1.1337714135079573,5.708341024633814,5,26,15
3017,16,15,2.25,2.25,531,8.065392976674307,5.276128813790573,2.109548856729093,18.23465734420617,8,28,15
3018,16,0,-2.25,-2.25,526,7.862200536313474,32.65623305199533,2.566662922282731,3.464137666824179,29,64,15
3018,16,1,-2.25,-0.75,526,5.991643293355918,17.981844836799688,2.328431424767935,15.05352026924316,13,65,15
3018,16,2,-2.25,0.75,526,7.859985981605501,5.384278887233661,1.3365326241469917,8.515919970687877,17,67,15
3018,16,3,-2.25,2.25,526,7.87241863585071,13.056613519873629,1.7969642014984422,23.886375555732624,34,80,15
3018,16,4,-0.75,-2.25,526,7.282041533770336,8.875618832266712,1.5617943323650625,6.698662086138938,6,40,15
3018,16,5,-0.75,-0.75,526,6.983958713772502,1.119880518787514,0.9366824732211189,5.099691393202443,5,47,15
3018,16,6,-0.75,0.75,526,6.877181532671774,0.35093745995831765,0.7293393162050581,6.852258985236322,2,51,15
3018,16,7,-0.75,2.25,526,7.192142520138167,10.692239892454817,2.0636550203896897,13.716072183427459,9,56,15
3018,16,8,0.75,-2.25,526,7.813471700045918,4.694194358032133,1.478119482909346,12.402868705697903,6,30,15
3018,16,9,0.75,-0.75,526,7.93791562318789,0.25354882927601047,0.7226123006780805,5.185206434924499,1,28,15
3018,16,10,0.75,0.75,526,7.968613767357141,1.1912847950841798,0.6043864499613094,16.436750732769983,3,35,15
3018,16,11,0.75,2.25,526,8.716331764201557,7.662976163576231,1.6114212679567612,21.611806889990127,8,45,15
3018,16,12,2.25,-2.25,526,8.983686775391764,8.943801377083929,1.7912095575760543,11.23935601318001,12,24,15
3018,16,13,2.25,-0.75,526,7.80134858004003,3.74361004736808,1.4788627504079694,14.362536678150368,9,21,15
3018,16,14,2.25,0.75,526,8.844212488890182,1.8471174949686662,1.1320518979418714,5.368838228636225,5,24,15
3018,16,15,2.25,2.25,526,8.043168111277083,10.01431252489772,1.826330470345128,23.49979163747732,11,32,15
3019,16,0,-2.25,-2.25,529,6.856668409850196,30.654691863820382,2.461049355316854,12.74549946504035,28,62,15
3019,16,1,-2.25,-0.75,529,5.3102639560277956,8.365005259264795,2.4489821823383453,5.042276278958984,5,57,15
3019,16,2,-2.25,0.75,529,6.407941026018648,1.1395533611588817,1.095492362487348,7.999027358727308,10,54,15
3019,16,3,-2.25,2.25,529,7.039141402445081,27.0787508408487,2.6149204734563503,4.777923626711288,21,56,15
3019,16,4,-0.75,-2.25,529,8.226149628979929,11.149167159975612,2.0802857601939264,11.498460868014957,8,46,15
3019,16,5,-0.75,-0.75,529,8.071462668796883,1.8579232620287258,1.1094473146826407,7.169181030688699,5,43,15
3019,16,6,-0.75,0.75,529,6.749728188265786,0.4377072262140057,0.7989399819161923,5.706086854363454,2,35,15
3019,16,7,-0.75,2.25,529,6.8162310007640485,8.830171361938142,1.9149107785388304,4.782368383106639,8,35,15
3019,16,8,0.75,-2.25,529,7.747351963854178,9.387111453995118,2.2657696015918383,11.948516061854539,9,22,15
3019,16,9,0.75,-0.75,529,7.716451873951967,0.5104182349234273,0.5654884220361441,17.523022629848757,1,28,15
3019,16,10,0.75,0.75,529,6.680995785700002,0.1936147088355244,0.76578828518404,6.506229936926245,2,33,15
3019,16,11,0.75,2.25,529,7.822310901535289,4.818822886087999,1.3085206079390521,4.177140690764203,5,27,15
3019,16,12,2.25,-2.25,529,8.738530899670623,5.117534127398961,1.5251634041360171,10.78988742904922,6,13,15
3019,16,13,2.25,-0.75,529,8.625599785983896,2.804852343926039,1.6705683254023842,10.521937649589791,4,13,15
3019,16,14,2.25,0.75,529,8.643096616650393,1.3197114182695113,0.9919432719984602,8.683678752014702,1,20,15
3019,16,15,2.25,2.25,529,8.318810126744369,14.953530420522405,2.4442705089746375,11.332292964899793,15,23,15
3020,16,0,-2.25,-2.25,525,6.290413990219258,15.222978015526827,2.266142277233334,5.2359327368984845,23,55,15
3020,16,1,-2.25,-0.75,525,7.310239055788851,1.9785195248926988,1.0059603820574092,6.110889228319837,11,68,15
3020,16,2,-2.25,0.75,525,7.27855638634628,3.9557501989276624,1.3809046182164955,55.71068484682707,10,64,15
3020,16,3,-2.25,2.25,525,6.675123459636647,33.48616729504327,2.6885914430302162,14.077956518283877,21,61,15
3020,16,4,-0.75,-2.25,525,7.60114568285802,10.47151060152494,1.7649406012286575,3.5680476264990757,10,46,15
3020,16,5,-0.75,-0.75,525,7.4896579425747785,1.027189437149902,0.8250210920885275,9.627610922084537,4,50,15
3020,16,6,-0.75,0.75,525,7.036932611795725,0.7158248605215386,1.0761621717560363,10.462368407387338,5,48,15
3020,16,7,-0.75,2.25,525,7.95499877558789,13.513737035889916,1.7595829978855992,7.731389559669569,10,48,15
3020,16,8,0.75,-2.25,525,6.776897142601255,4.212575150192792,1.8021841983370777,6.530273333911293,5,32,15
3020,16,9,0.75,-0.75,525,8.521913986475008,0.15065133153252083,0.45314783985296314,6.527121100575719,1,30,15
3020,16,10,0.75,0.75,525,7.36659699533688,0.30333190014632455,0.7505405521421836,44.01237023020299,1,32,15
3020,16,11,0.75,2.25,525,8.919993627784649,2.9428849945959845,1.2002020818093142,13.095108128353939,5,39,15
3020,16,12,2.25,-2.25,525,7.783707624622183,7.784479842492527,1.6605514731926754,3.207694769039859,5,23,15
3020,16,13,2.25,-0.75,525,8.693104729497408,7.464151312172563,1.6652400944053107,24.619360530927434,9,25,15
3020,16,14,2.25,0.75,525,7.9259749540951105,1.7083396763434313,1.2822402339845778,27.564908076104675,5,28,15
3020,16,15,2.25,2.25,525,8.392800734851262,6.826845711042538,1.4546075711737372,11.719528417617905,10,27,15
