trunk_height,mean_height,mean_crown_radius,mean_crown_volume,mean_asymmetry,mean_consumed_AP,runs
1.0,3.5070956917051674,0.0,0.0,0.0,0.0,6
2.0,6.358263656302117,0.8089494763938371,2.0722456495721437,5.769229852317974,5.666666666666667,6
4.0,10.129430759241739,3.0146799987001045,41.77384158210476,26.02163260882095,42.833333333333336,6
6.0,12.763884978644905,3.326077510080014,70.44827520783393,25.930670618601393,91.83333333333333,6
8.0,14.45403135882031,3.5490503028844333,102.24889176014032,25.571087912031544,62.166666666666664,6
10.0,16.466968781072076,3.5756834811664007,107.4106056124129,41.25312473340251,73.33333333333333,6
